Name,Symbol,CNMMN/CNMNC approved formula (unless marked in blue),IMA Status,Kretz (1998),Siivolam & Schmid (2007),Whitney & Evans (2010),Can. Min. (2019),Warr (2020),Symbol rule (1-4),Notes,new/adopted symbol,,blue formula taken from publlished literature,,
Raite,Rai,Na3Mn2+3Ti0.25(Si8O20)(OH)2·10H2O,A,,,,,Rai,1,, adopted symbol,,,,
Rajite,Raj,CuTe4+2O5,A,,,,,,1,,new symbol,,,,
Rakovanite,Rkv,Na3{H3[V10O28]}·15H2O,A,,,,,,3,,new symbol,,,,
Ralphcannonite,Rcn,AgZn2TlAs2S6,A,,,,,,3,,new symbol,,,,
Ramaccioniite,Rmc,Cu4[SeO4](OH)6,A,,,,,,3,,new symbol,,,,
Ramanite-(Cs),Ram-Cs,CsB5O6(OH)4·2H2O,A,,,,,,1,,new symbol,,,,
Ramanite-(Rb),Ram-Rb,RbB5O6(OH)4·2H2O,A,,,,,,1,,new symbol,,,,
Ramazzoite ,Rmz,[Mg8Cu12(PO4)(CO3)4(OH)24(H2O)20][(H0.33SO4)3     (H2O)36],A,,,,,,3,,new symbol,,,,
Rambergite,Rbg,MnS,A,,,,,,3,,new symbol,,,,
Ramdohrite,Rdh,Pb5.9Fe0.1Mn0.1In0.1Cd0.2Ag2.8Sb10.8S24,G,,,,Rdr,,2,,new symbol,,,,
Rameauite,Rme,K2Ca(UO2)6O6(OH)4·6H2O,A,,,,,,2,,new symbol,,,,
Ramikite-(Y),Rmi-Y,1+A4255:J4256,A,,,,,,2,,new symbol,,,,
Rammelsbergite,Rmb,NiAs2,G,,,,Rmb,,3,, adopted symbol,,,,
Ramosite ,Rms,Pb25.7Sn8.3Mn3.4Sb6.4S56.2,A,,,,,,3,,new symbol,,,,
Ramsbeckite,Rbe,Cu15(SO4)4(OH)22·6H2O,A,,,,,,2,,new symbol,,,,
Ramsdellite,Rmd,MnO2,G,,,,Rmd,,3,, adopted symbol,,,,
Ranciéite,Rnc,"(Ca,Mn2+)0.2(Mn4+,Mn3+)O2·0.6H2O",G,,,,,Rnc,2,, adopted symbol,,,,
Rankachite,Rka,"Ca0.5(V4+,V5+)(W6+,Fe3+)2O8(OH)·2H2O",A,,,,,,2,,new symbol,,,,
Rankamaite,Rkm,"(Na,K)3(Ta,Nb,Al)11(O,OH)31",A,,,,,,3,,new symbol,,,,
Rankinite,Rnk,Ca3Si2O7,G,,,Rnk,Rnk,,2,, adopted symbol,,,,
Ransomite,Rns,CuFe3+2(SO4)4·6H2O,G,,,,,,2,,new symbol,,,,
Ranunculite,Rnu,Al(UO2)(PO3OH)(OH)3·4H2O,A,,,,,,2,,new symbol,,,,
Rapidcreekite,Rck,Ca2(SO4)(CO3)·4H2O,A,,,,,,3,,new symbol,,,,
Rappoldite,Rap,PbCo2(AsO4)2·2H2O,A,,,,,,1,,new symbol,,,,
Raslakite,Rsk,"Na15Ca3Fe3(Na,Zr)3Zr3(Si,Nb)Si25O73(OH,H2O)3  (Cl,OH)",A,,,,,,3,,new symbol,,,,
Raspite,Rsp,Pb(WO4),G,,,,,,2,,new symbol,,,,
Rastsvetaevite,Rvt,"Na27K8Ca12Fe3Zr6Si52O144(OH,O)6Cl2",A,,,,,,3,,new symbol,,,,
Rasvumite,Rsv,KFe2S3,A,,,,Rsv,,2,, adopted symbol,,,,
Rathite,Rat,Ag2Pb12-xTlx/2As18+x/2S40,G,,,,Rat,,1,, adopted symbol,,,,
Rathite-IV,Rat-IV,Pb3As5S10,Q,,,,,,1,,new symbol,,,,
Rauchite,Rau,Ni(UO2)2(AsO4)2·10H2O,A,,,,,,1,,new symbol,,,,
Rauenthalite,Rth,Ca3(AsO4)2·10H2O,A,,,,,,2,,new symbol,,,,
Rauvite,Ruv,Ca(UO2)2V10O28·16H2O,Q,,,,,,2,,new symbol,,,,
Ravatite,Rav,C14H10,A,,,,,,1,,new symbol,,,,
Raygrantite,Rgr,Pb10Zn(SO4)6(SiO4)2(OH)2,A,,,,,,2,,new symbol,,,,
Rayite,Ray,"(Ag,Tl)2Pb8Sb8S21",A,,,,,,1,,new symbol,,,,
Realgar,Rlg,AsS,G,,,Rlg,Rgr,,2,, adopted symbol,,,,
Reaphookhillite,Rea,MgZn2(PO4)2·4H2O,A,,,,,,1,,new symbol,,,,
Rebulite,Reb,Tl5Sb5As8S22,Rd,,,,,,1,,new symbol,,,,
Rectorite,Rec,"(Na,Ca)Al4(Si,Al)8O20(OH)4·2H2O",A,,,,,,1,,new symbol,,,,
Redcanyonite,Rcy,(NH4)2Mn[(UO2)4O4(SO4)2](H2O)4,A,,,,,,3,,new symbol,,,,
Reddingite,Rdd,Mn2+3(PO4)2·3H2O,Rd,,,,Rdd,,2,, adopted symbol,,,,
Redgillite,Rgl,Cu6(SO4)(OH)10·H2O,A,,,,,,3,,new symbol,,,,
Redingtonite,Rdt,Fe2+Cr2(SO4)4·22H2O,Q,,,,,,3,,new symbol,,,,
Redledgeite,Red,Ba(Ti6Cr3+2)O16,A,,,,,,1,,new symbol,,,,
Redondite,Rdo,Al(PO4)·2H2O,Q,,,,,,2,,new symbol,,,,
Reederite-(Y),Rde-Y,"(Na,Mn)15Y2(CO3)9(SO3F)Cl",A,,,,,,2,,new symbol,,,,
Reedmergnerite,Rm,NaBSi3O8,A,,,,,,3,,new symbol,,,,
Reevesite,Rvs,Ni6Fe3+2(CO3)(OH)16·4H2O,A,,,,,,3,,new symbol,,,,
Refikite,Ref,C20H34O2,G,,,,,,1,,new symbol,,,,
Reichenbachite,Rbh,Cu5(PO4)2(OH)4,A,,,,,,3,,new symbol,,,,
Reidite,Rei,Zr(SiO4),A,,,,,,1,,new symbol,,,,
Reinerite,Rnr,Zn3(AsO3)2,G,,,,,,3,,new symbol,,,,
Reinhardbraunsite,Rbn,Ca5(SiO4)2(OH)2,A,,,,,,2,,new symbol,,,,
Rémondite-(Ce),Rém-Ce,"Na3(Ce,Ca,Na)3(CO3)5",Rn,,,,,,1,,new symbol,,,,
Rémondite-(La),Rém-La,"Na3(La,Ca,Na)3(CO3)5",Rn,,,,,,1,,new symbol,,,,
Renardite,Rnd,Pb(UO2)4(PO4)2(OH)4·7H2O,Q,,,,,,3,,new symbol,,,,
Rengeite,Rge,Sr4Ti4ZrO8(Si2O7)2,A,,,,,,2,,new symbol,,,,
Renierite,Ren,"(Cu1+,Zn)11Fe4(Ge4+,As5+)2S16",Rn,,,,Ren,,1,, adopted symbol,,,,
Reppiaite,Rep,Mn2+5(VO4)2(OH)4,A,,,,,,1,,new symbol,,,,
Retgersite,Rtg,Ni(SO4)·6H2O,G,,,,,,2,,new symbol,,,,
Retzian-(Ce),Rtz-Ce,Mn2+2Ce(AsO4)(OH)4,Rd,,,,,,2,,new symbol,,,,
Retzian-(La),Rtz-La,Mn2+2La(AsO4)(OH)4,A,,,,,,2,,new symbol,,,,
Retzian-(Nd),Rtz-Nd,Mn2+2Nd(AsO4)(OH)4,A,,,,,,2,,new symbol,,,,
Revdite,Rev,Na16Si16O27(OH)26·28H2O,A,,,,,,1,,new symbol,,,,
Reyerite,Rey,Na2Ca14Al2Si22O58(OH)8·6H2O,G,,,,,,1,,new symbol,,,,
Reynoldsite,Ryn,Pb2Mn4+2O5(CrO4),A,,,,,,2,,new symbol,,,,
Rhabdoborite-(Mo) ,Rbo-Mo,Mg12Mo6+1.33O6(BO3)6F2,A,,,,,,2,,new symbol,,,,
Rhabdoborite-(V) ,Rbo-V,"Mg12(V5+,Mo6+,W6+)1.5O6{[BO3]6-x[(P,As)O4]xF2-x} (x < 1)",A,,,,,,2,,new symbol,,,,
Rhabdoborite-(W) ,Rbo-W,"Mg12(W6+,V5+)1.5O6{[BO3]6-x[(P,As)O4]xF2-x} (x < 1)",A,,,,,,2,,new symbol,,,,
Rhabdophane-(Ce),Rha-Ce,Ce(PO4)·H2O,Rn,,,,,,1,,new symbol,,,,
Rhabdophane-(La),Rha-La,La(PO4)·H2O,Rn,,,,,,1,,new symbol,,,,
Rhabdophane-(Nd),Rha-Nd,Nd(PO4)·H2O,Rn,,,,,,1,,new symbol,,,,
Rhabdophane-(Y),Rha-Y,Y(PO4)·H2O,A,,,,,,1,,new symbol,,,,
Rheniite,Rhn,ReS2,A,,,,,,2,,new symbol,,,,
Rhodarsenide,Rda,Rh2As,A,,,,,,2,,new symbol,,,,
Rhodesite,Rod,KHCa2Si8O19·5H2O,G,,,,,,2,,new symbol,,,,
Rhodium,Rh,Rh,A,,,,,,1,Element: Rh = rhodium, adopted symbol,,,,
Rhodizite,Rdz,KBe4Al4(B11Be)O28,G,,,,Rdz,,3,, adopted symbol,,,,
Rhodochrosite,Rds,Mn(CO3),A,Rde,Rds,Rds,Rds,,3,, adopted symbol,,,,
Rhodonite,Rdn,CaMn3Mn(Si5O15),Rd,Rdn,Rdn,Rdn,Rdn,,3,, adopted symbol,,,,
Rhodostannite,Rhs,Cu1+(Fe2+0.5Sn4+1.5)S4,Rd,,,,Rhs,,2,, adopted symbol,,,,
Rhodplumsite,Rhp,Rh3Pb2S2,A,,,,,,2,,new symbol,,,,
Rhomboclase,Rbc,(H5O2)Fe3+(SO4)2·2H2O,G,,,,,,3,,new symbol,,,,
Rhönite,Rhö,Ca4[Mg8Fe3+2Ti2]O4[Si6Al6O36],Rn,,,,,,1,,new symbol,,,,
Ribbeite,Rib,Mn2+5(SiO4)2(OH)2,A,,,,,,1,,new symbol,,,,
Richardsite,Ric,Zn2CuGaS4,A,,,,,,1,,new symbol,,,,
Richardsollyite,Rsy,TlPbAsS3,A,,,,,,2,,new symbol,,,,
Richellite,Rhe,"CaFe3+2(PO4)2(OH,F)2",Q,,,,,,3,,new symbol,,,,
Richelsdorfite,Rdf,Ca2Cu5Sb5+(AsO4)4(OH)6Cl·6H2O,A,,,,,,3,,new symbol,,,,
Richetite,Rht,"(Fe3+,Mg)xPb2+8.6(UO2)36O36(OH)24·41H2O",G,,,,,,3,,new symbol,,,,
Richterite,Rct,Na(NaCa)Mg5Si8O22(OH)2,Rd,,Rit,Rct,Rct,,2,, adopted symbol,,,,
Rickardite,Rkd,Cu3-xTe2,G,,,,,,3,,new symbol,,,,
Rickturnerite,Rtn,Pb7O4[Mg(OH)4](OH)Cl3,A,,,,,,3,,new symbol,,,,
Riebeckite,Rbk,܆Na2(Fe2+3Fe3+2)Si8O22(OH)2,Rd,Rnk,Rbk,Rbk,Rbk,,3,, adopted symbol,,,,
Riesite,Rie,TiO2,A,,,,,,1,,new symbol,,,,
Rietveldite,Rvd,Fe(UO2)(SO4)2(H2O)5,A,,,,,,3,,new symbol,,,,
Rilandite,Ril,Cr6SiO11·5H2O (?),Q,,,,,,1,,new symbol,,,,
Rimkorolgite,Rolg,BaMg5(PO4)4·8H2O,A,,,,,,4,Olg = olgite,new symbol,,,,
Ringwoodite,Rwd,SiMg2O4,A,,,Rwd,Rgt,,3,, adopted symbol,,,,
Rinkite-(Ce),Rin-Ce,(Ca3REE)Na(NaCa)Ti(Si2O7)2(OF)F2,Rd,,,,,,1,,new symbol,,,,
Rinkite-(Y) ,Rin-Y,Na2Ca4YTi(Si2O7)2OF3,A,,,,,,1,,new symbol,,,,
Rinmanite,Rnm,Mg2Fe4Zn2Sb2O14(OH)2,A,,,,,,2,,new symbol,,,,
Rinneite,Rne,K3NaFe2+Cl6,G,,,,,,2,,new symbol,,,,
Riomarinaite,Rmr,Bi(SO4)(OH)·H2O,A,,,,,,4,Mr = marinaite,new symbol,,,,
Ríosecoite,Rse,Ca2Mg(AsO3OH)3(H2O)2,A,,,,,,2,,new symbol,,,,
Riotintoite,Rio,Al(SO4)(OH)·3H2O,A,,,,,,1,,new symbol,,,,
Rippite ,Rip,"K2(Nb,Ti)2(Si4O12)O(O,F)",A,,,,,,1,,new symbol,,,,
Rittmannite,Rit,"(Mn2+,Ca)Mn2+(Fe2+,Mn2+,Mg)2(Al,Fe3+)2(PO4)4  (OH)2·8H2O",A,,,,,,1,,new symbol,,,,
Rivadavite,Riv,Na6Mg[B6O7(OH)6]4·10H2O,A,,,,,,1,,new symbol,,,,
Riversideite,Rsd,Ca5Si6O16(OH)2·2H2O,Q,,,,,,3,,new symbol,,,,
Roaldite,Roa,"(Fe,Ni)4N",A,,,,,,1,,new symbol,,,,
Robertsite,Rbt,1+A4355:J43552,A,,,,,,3,,new symbol,,,,
Robinsonite,Rob,Pb4Sb6S13,G,,,,Rob,,1,, adopted symbol,,,,
Rockbridgeite,Rkb,(Fe2+0.5Fe3+0.5)2Fe3+3(PO4)3(OH)5,G,,,,Rck,,2,,new symbol,,,,
Rodalquilarite,Raq,H3Fe3+2(Te4+O3)4Cl,A,,,,,,3,,new symbol,,,,
Rodolicoite,Rdl,Fe3+(PO4),A,,,,,,3,,new symbol,,,,
Roeblingite,Roe,Ca6Mn2+Pb2(Si3O9)2(SO4)2(OH)2·4H2O,G,,,,,,1,,new symbol,,,,
Roedderite,Rdr,KNaMg2(Mg3Si12)O30,A,,,Rdr,Roe,,3,, adopted symbol,,,,
Rogermitchellite,Rmt,Na6Sr12Ba2Zr13Si39B4O123(OH)6·20H2O,A,,, ,,,2,,new symbol,,,,
Roggianite,Rog,Ca2BeAl2Si4O13(OH)2·nH2O (n < 2.5),A,,,,,,1,,new symbol,,,,
Rohaite,Roh,"(Tl,Pb,K)2Cu8.7Sb2S4",A,,,,,,1,,new symbol,,,,
Rokühnite,Rok,FeCl2·2H2O,A,,,,,,1,,new symbol,,,,
Rollandite,Rol,Cu3(AsO4)2·4H2O,A,,,,,,1,,new symbol,,,,
Romanèchite,Rmn,"(Ba,H2O)2(Mn4+,Mn3+)5O10",A,,,Rmn,,,2,, adopted symbol,,,,
Romanorlovite,Ror,K11Cu9Cl25(OH)4·2H2O,A,,,,,,2,,new symbol,,,,
Romarchite,Rom,SnO,A,,,,,,1,,new symbol,,,,
Römerite,Röm,Fe2+Fe3+2(SO4)4·14H2O,G,,,,,,1,,new symbol,,,,
Rondorfite,Ron,Ca8Mg(SiO4)4Cl2,A,,,,,,2,,new symbol,,,,
Rongibbsite,Rgb,Pb2(Si4Al)O11(OH),A,,,,,,2,,new symbol,,,,
Ronneburgite,Rbu,K2MnV4O12,A,,,,,,2,,new symbol,,,,
Röntgenite-(Ce),Rng-Ce,Ca2Ce3(CO3)5F3,Rn,,,,,,2,,new symbol,,,,
Rooseveltite,Roo,Bi(AsO4),G,,,,,,1,,new symbol,,,,
Roquesite,Ro,CuInS2,Rn,,,,Ro,,1,, adopted symbol,,,,
Rorisite,Rrs,CaClF,A,,,,,,3,,new symbol,,,,
Rosasite,Rss,CuZn(CO3)(OH)2,G,,,,,,2,,new symbol,,,,
Roscherite,Rsc,Ca2Mn2+5Be4(PO4)6(OH)4·6H2O,G,,,,Rsc,,2,, adopted symbol,,,,
Roscoelite,Rcl,KV3+2(Si3Al)O10(OH)2,A,,,,Rcl,,3,, adopted symbol,,,,
Roselite,Rsl,Ca2Co(AsO4)2·2H2O,G,,,,,,3,,new symbol,,,,
Roselite-β,Rsl-β,Ca2Co(AsO4)2·2H2O,G,,,,,,3,,new symbol,,,,
Rosemaryite,Rmy,NaMn2+Fe3+Al(PO4)3,A,,,,,,3,,new symbol,,,,
Rosenbergite,Ros,AlF[F0.5(H2O)0.5]4·H2O,A,,,,,,1,,new symbol,,,,
Rosenbuschite,Rbs,Ca6Zr2Na6ZrTi(Si2O7)4(OF)2F4,Rd,,,,,,2,,new symbol,,,,
Rosenhahnite,Rhh,Ca3Si3O8(OH)2,A,,,,,,2,,new symbol,,,,
Roshchinite,Rch,"(Ag,Cu)19Pb10Sb51S96",A,,,,,,2,,new symbol,,,,
Rosiaite,Rsi,PbSb2O6,A,,,,,,2,,new symbol,,,,
Rosickýite,Rký,S,G,,,,,,2,,new symbol,,,,
Rosièresite,Rsr,"[Pb,Cu,Al,PO4,H2O] (?)",Q,,,,,,3,,new symbol,,,,
Rossiantonite,Ran,Al3(PO4)(SO4)2(OH)2(H2O)10·4H2O,A,,,,,,2,,new symbol,,,,
Rossite,Rs,Ca(VO3)2·4H2O,G,,,,,,3,,new symbol,,,,
Rösslerite,Rö,Mg(AsO3OH)·7H2O,G,,,,,,1,,new symbol,,,,
Rossmanite,Rsm,܆(Al2Li)Al6(Si6O18)(BO3)3(OH)3(OH),A,,,Rsm,Rsm,,2,, adopted symbol,,,,
Rossovskyite,Rvy,"(Fe3+,Ta)(Nb,Ti)O4 ",A,,,,,,3,,new symbol,,,,
Rostite,Rst,Al(SO4)(OH)·5H2O,Rd,,,,,,2,,new symbol,,,,
Roterbärite,Rbä,PdCuBiSe3,A,,,,,,2,,new symbol,,,,
Rouaite,Rou,Cu2(NO3)(OH)3,A,,,,,,1,,new symbol,,,,
Roubaultite,Rbl,Cu2O2(UO2)3(CO3)2(OH)2·4H2O,A,,,,,,2,,new symbol,,,,
Roumaite,Rma,"(Nb,Ti)(Ca,Na,܆)3(Ca,REE)4(Si2O7)2(OH)F3",A,,,,,,2,,new symbol,,,,
Rouseite,Rus,Pb2Mn2+(AsO3)2·2H2O,A,,,,,,2,,new symbol,,,,
Routhierite,Rtr,TlCuHg2As2S6,A,,,,,,3,,new symbol,,,,
Rouvilleite,Rvl,Na3CaMn2+(CO3)3F,A,,,,,,3,,new symbol,,,,
Rouxelite,Rxl,"Cu2HgPb22Sb28S64(O,S)2",A,,,,,,3,,new symbol,,,,
Roweite,Rwe,Ca2Mn2+2B4O7(OH)6,G,,,,,,3,,new symbol,,,,
Rowlandite-(Y),Row-Y,Fe2+Y4(Si2O7)2F2,Rn,,,,,,1,,new symbol,,,,
Rowleyite ,Rwl,"[Na(NH4,K)9Cl4][V5+,4+2(P,As)O8]6·n[H2O,Na,NH4,K,Cl]",A,,,,,,2,,new symbol,,,,
Roxbyite,Rox,Cu9S5,A,,,,,,1,,new symbol,,,,
Roymillerite,Roy,Pb24Mg9(Si10O28)(CO3)10(BO3)(SiO4)(OH)13O5,A,,,,,,1,,new symbol,,,,
Rozenite,Rzn,Fe2+(SO4)·4H2O,Rd,,,,,,3,,new symbol,,,,
Rozhdestvenskayaite-(Zn),Roz-Zn,Ag6(Ag4Zn2)Sb4S13,Rd,,,,,,1,,new symbol,,,,
Rruffite,Ruf,Ca2Cu(AsO4)2·2H2O,A,,,,,,1,,new symbol,,,,
Ruarsite,Rua,RuAsS,A,,,,Rua,,1,, adopted symbol,,,,
Rubicline,Rub,Rb(AlSi3O8),A,,,,,,1,,new symbol,,,,
Rubinite ,Rbi,Ca3Ti3+2Si3O12,A,,,,,,2,,new symbol,,,,
Rucklidgeite,Ruk,PbBi2Te4,A,,,,Ruk,,2,, adopted symbol,,,,
Rudabányaite,Rdb,(Ag2Hg2)(AsO4)Cl,A,,,,,,2,,new symbol,,,,
Rudashevskyite,Rud,"(Fe,Zn)S",A,,,,,,1,,new symbol,,,,
Rudenkoite,Rd,"Sr3Al3.5Si3.5O10(OH,O)8Cl2·H2O",A,,,,,,3,,new symbol,,,,
Rüdlingerite ,Rdg,Mn2+2V5+As5+O7·2H2O,A,,,,,,3,,new symbol,,,,
Ruifrancoite,Rui,"Ca2(܆,Mn)2(Fe3+,Mn,Mg)4Be4(PO4)6(OH)6·4H2O",A,,,,,,1,,new symbol,,,,
Ruitenbergite,Rtb,Ca9B26O34(OH)24Cl4·13H2O,A,,,,,,3,,new symbol,,,,
Ruizite,Rz,Ca2Mn3+2Si4O11(OH)4·2H2O,A,,,,,,3,,new symbol,,,,
Rumoiite ,Rmo,AuSn2,A,,,,,,2,,new symbol,,,,
Rumseyite,Rum,[Pb2OF]Cl,A,,,,,,1,,new symbol,,,,
Rusakovite,Rko,"(Fe,Al)5(VO4)2(OH)9·3H2O",A,,,,,,2,,new symbol,,,,
Rusinovite,Rnv,Ca10(Si2O7)3Cl2,A,,,,,,3,,new symbol,,,,
Russellite,Rll,Bi2WO6,G,,,,,,2,,new symbol,,,,
Russoite ,Rso,(NH4)ClAs2O3(H2O)0.5,A,,,,,,2,,new symbol,,,,
Rustenburgite,Rsb,Pt3Sn,A,,,,Rsb,,2,, adopted symbol,,,,
Rustumite,Rtm,Ca10(Si2O7)2(SiO4)(OH)2Cl2,A,,,,Rus,,1,,new symbol,,,,
Ruthenarsenite,Ras,"(Ru,Ni)As",A,,,,,,3,,new symbol,,,,
Rutheniridosmine,Rir,"(Ir,Os,Ru)",Rd,,,,,,2,,new symbol,,,,
Ruthenium,Ru,Ru,A,,,,,,1,Element: Ru = ruthenium,new symbol,,,,
Rutherfordine,Rfd,(UO2)(CO3),A,,,,,,3,,new symbol,,,,
Rutile,Rt,TiO2,G,Rt,Rt,Rt,Rt,Rt,3,, adopted symbol,,,,
Rynersonite,Rys,CaTa2O6,A,,,,,,2,,new symbol,,,,
Saamite,Saa,Ba܆TiNbNa3Ti(Si2O7)2O2(OH)2(H2O)2,Rd,,,,,,1,,new symbol,,,,
Sabatierite,Sab,Cu6TlSe4,A,,,,Sab,,1,, adopted symbol,,,,
Sabelliite,Sbl,Cu2Zn(AsO4)(OH)3,A,,,,,,3,,new symbol,,,,
Sabieite,Sbi,(NH4)Fe3+(SO4)2,A,,,,,,2,,new symbol,,,,
Sabinaite,Sba,Na4TiZr2O4(CO3)4,A,,,,,,2,,new symbol,,,,
Sabugalite,Sbg,HAl(UO2)4(PO4)4·16H2O,G,,,,,,3,,new symbol,,,,
Saccoite ,Sac,Ca2Mn3+2F(OH)8∙0.5(SO4),A,,,,,,1,,new symbol,,,,
Sacrofanite,Scf,(Na61K19Ca32)Σ=112(Si84Al84O336)(SO4)26Cl2F6·2H2O,A,,,,,,3,,new symbol,,,,
Sadanagaite,Sdg,NaCa2(Mg3Al2)(Si5Al3)O22(OH)2,Rd,,Sdg,Sdg,,,3,, adopted symbol,,,,
Saddlebackite,Sdd,Pb2Bi2Te2S3,A,,,,,,2,,new symbol,,,,
Safflorite,Saf,CoAs2,G,,,Saf,Sfl,,1,, adopted symbol,,,,
Sahamalite-(Ce),Shm-Ce,Ce2Mg(CO3)4,Rn,,,,,,3,,new symbol,,,,
Sahlinite,Sah,Pb14O9(AsO4)2Cl4,G,,,,,,1,,new symbol,,,,
Sailaufite,Slf,"(Ca,Na,܆)2Mn3+3O2(AsO4)2(CO3)·3H2O",A,,,,,,3,,new symbol,,,,
Sainfeldite,Sai,Ca5(AsO4)2(AsO3OH)2·4H2O,A,,,,,,1,,new symbol,,,,
Sakhaite,Skh,"Ca48Mg16(BO3 )32(CO3 )16·2(H2O,HCl)",A,,,,,,2,,new symbol,,,,
Sakuraiite,Sak,"(Cu,Zn,Fe)3(In,Sn)S4",A,,,,,,1,,new symbol,,,,
Salammoniac,Sam,(NH4)Cl,Rn,,,, ,,2,,new symbol,,,,
Saléeite,Slé,Mg(UO2)2(PO4)2(H2O)10,G,,,,,,2,,new symbol,,,,
Salesite,Sls,Cu(IO3)(OH),G,,,,,,3,,new symbol,,,,
Saliotite,Sal,"(Li,Na)Al3(Si3Al)O10(OH)5",A,,,,Sal,,1,, adopted symbol,,,,
Saltonseaite,Sts,K3NaMnCl6,A,,,,,,3,,new symbol,,,,
Salzburgite,Szb,Cu1.6Pb1.6Bi6.4S12,A,,,,,,2,,new symbol,,,,
Samaniite,Smn,Cu2Fe5Ni2S8,A,,,,,,3,,new symbol,,,,
Samarskite-(Y),Smk-Y,YFe3+Nb2O8,Rd,,,,,,1,,new symbol,,,,
Samarskite-(Yb),Smk-Yb,YbNbO4,A,,,,,,3,,new symbol,,,,
Samfowlerite,Sfw,Ca14Mn3+3Zn2Be2Be6Si14O52(OH)6,A,,,,,,2,,new symbol,,,,
Sampleite,Smp,NaCaCu5(PO4)4Cl·5H2O,G,,,,,,2,,new symbol,,,,
Samsonite,Ssn,Ag4MnSb2S6,G,,,,,,3,,new symbol,,,,
Samuelsonite,Sms,Ca9Mn2+4Al2(PO4)10(OH)2,A,,,,,,3,,new symbol,,,,
Sanbornite,Sabn,BaSi2O5,G,,,,,,4,Bn = bornite,new symbol,,,,
Sanderite,Sdr,Mg(SO4)·2H2O,G,,,,,,3,,new symbol,,,,
Saneroite,Snr,NaMn2+5[Si5O14(OH)](VO3)(OH),A,,,,,,3,,new symbol,,,,
Sangenaroite,Sgar,Ag8(Sb8-xAsx)S16     (0 < x < 2),A,,,,,,2,,new symbol,,,,
Sanguite,Sgu,KCuCl3,A,,,,,,3,,new symbol,,,,
Sanidine,Sa,K(AlSi3O8),G,Sa,Sa,Sa,Sa,Sa,1,, adopted symbol,,,,
Sanjuanite,Sjn,Al2(PO4)(SO4)(OH)·9H2O,A,,,,,,3,,new symbol,,,,
Sanmartinite,Sma,Zn(WO4),G,,,,,,2,,new symbol,,,,
Sanrománite,Srm,Na2CaPb3(CO3)5,A,,,,,,3,,new symbol,,,,
Santabarbaraite,Sbb,Fe3+3(PO4)2(OH)3·5H2O,A,,,,Sbb,,3,, adopted symbol,,,,
Santaclaraite,Scl,CaMn2+4Si5O14(OH)2·H2O,A,,,,,,2,,new symbol,,,,
Santafeite,Sfe,"(Ca,Sr,Na)3(Mn2+,Fe3+)2Mn4+2(VO4)4(OH,O)5·2H2O",G,,,,,,2,,new symbol,,,,
Santanaite,San,Pb11CrO16,A,,,,,,1,,new symbol,,,,
Santarosaite,Srs,CuB2O4,A,,,,,,3,,new symbol,,,,
Santite,Snt,KB5O6(OH)4·2H2O,A,,,,,,2,,new symbol,,,,
Saponite,Sap,"(Ca,Na)0.3(Mg,Fe)3(Si,Al)4O10(OH)2·4H2O",G,,,Sap,Sap,,1,, adopted symbol,,,,
Sapphirine,Spr,Mg4(Mg3Al9)O4[Si3Al9O36],G,Spr,Spr,Spr,Spr,,3,, adopted symbol,,,,
Sarabauite,Sbu,Sb4S6·CaSb6O10,A,,,,,,2,,new symbol,,,,
Saranchinaite,Src,Na2Cu(SO4)2,A,,,,,,2,,new symbol,,,,
Saranovskite,Svs,SrCaFe2+2(Cr4Ti2)Ti12O38,A,,,,,,2,,new symbol,,,,
Sarcolite,Sco,"Na4Ca12Al8Si12O46(SiO4,PO4)(OH,H2O)4(CO3,Cl)",G,,,,,,2,,new symbol,,,,
Sarcopside,Sar,Fe2+3(PO4)2,G,,,,Sar,,1,, adopted symbol,,,,
Sardignaite,Sdi,BiMo2O7(OH)·2H2O,A,,,,,,2,,new symbol,,,,
Sarkinite,Srk,Mn2+2(AsO4)(OH),G,,,,,,2,,new symbol,,,,
Sarmientite,Smi,Fe3+2(AsO4)(SO4)(OH)·5H2O,G,,,,,,2,,new symbol,,,,
Sarrabusite,Sbs,Pb5CuCl4(SeO3)4,A,,,,,,3,,new symbol,,,,
Sartorite,Sat,PbAs2S4,G,,,,Sat,,1,, adopted symbol,,,,
Saryarkite-(Y),Syk-Y,"Ca(Y,Th)Al5(SiO4)2(PO4)2(OH)7·6H2O",Rn,,,,Sry-(Y),,3,,new symbol,,,,
Sasaite,Sas,Al6(PO4)5(OH)3·36H2O,A,,,,,,1,,new symbol,,,,
Sassolite,Sso,B(OH)3,G,,,,,,2,,new symbol,,,,
Satimolite,Sati,KNa2 (Al5Mg2 )[B12O18(OH)12](OH)6Cl4·4H2O,A,,,,,,1,,new symbol,,,,
Satpaevite,Spv,"Al12(V4+,V5+)8O37·30H2O (?)",Q,,,,,,3,,new symbol,,,,
Satterlyite,Sly,"(Fe2+,Mg,Fe3+)12(PO3OH)(PO4)5(OH,O)6",A,,,,,,2,,new symbol,,,,
Sauconite,Sau,"Na0.3Zn3(Si,Al)4O10(OH)2·4H2O",G,,,,,Sau,1,, adopted symbol,,,,
Sayrite,Syr,Pb2(UO2)5O6(OH)2·4H2O,A,,,,,,2,,new symbol,,,,
Sazhinite-(Ce),Szi-Ce,Na3CeSi6O15·2H2O,Rn,,,,,,2,,new symbol,,,,
