Name,Symbol,CNMMN/CNMNC approved formula (unless marked in blue),IMA Status,Kretz (1998),Siivolam & Schmid (2007),Whitney & Evans (2010),Can. Min. (2019),Warr (2020),Symbol rule (1-4),Notes,new/adopted symbol,,blue formula taken from publlished literature,,
Kaatialaite,Kaa,Fe3+[AsO2(OH)2]3·5H2O,A,,,,,,1,,new symbol,,,,
Kadyrelite,Kad,([Hg1+]2)3OBr3(OH),A,,,,,,1,,new symbol,,,,
Kaersutite,Krs,NaCa2(Mg3AlTi4+)(Si6Al2)O22O2,Rd,Krs,Krs,Krs,Krs,,2,, adopted symbol,,,,
Kahlenbergite ,Klb,KAl11O17,A,,,,,,3,,new symbol,,,,
Kahlerite,Kah,Fe2+(UO2)2(AsO4)2·12H2O,G,,,,,,1,,new symbol,,,,
Kainite,Kai,KMg(SO4)Cl·3H2O,G,,,,,,1,,new symbol,,,,
Kainosite-(Y),Kno-Y,Ca2Y2(SiO3)4(CO3)·H2O,Rn,,,,,,2,,new symbol,,,,
Kainotropite ,Ktr,Cu4Fe3+O2(V2O7)(VO4),A,,,,,,2,,new symbol,,,,
Kaitianite ,Ktn,Ti3+2Ti4+O5,A,,,,,,3,,new symbol,,,,
Kalborsite,Kbs,K6Al4BSi6O20(OH)4Cl,A,,,,,,3,,new symbol,,,,
Kalgoorlieite,Kgl,As2Te3,A,,,,,,3,,new symbol,,,,
Kaliborite,Kbo,KHMg2B12O16(OH)10·4H2O,G,,,,,,2,,new symbol,,,,
Kalicinite,Kcn,KH(CO3),G,,,,,,3,,new symbol,,,,
Kalifersite,Klf,K5Fe3+7Si20O50(OH)6·12H2O,A,,,,,Klf,3,, adopted symbol,,,,
Kalininite,Kal,ZnCr2S4,A,,,,,,1,,new symbol,,,,
Kalinite,Kli,KAl(SO4)2·11H2O,Q,,,,,,2,,new symbol,,,,
Kaliochalcite,Kch,KCu2(SO4)2[(OH)(H2O)],A,,,,,,2,,new symbol,,,,
Kaliophilite,Klp,KAlSiO4,G,,,,,,3,,new symbol,,,,
Kalistrontite,Kst,K2Sr(SO4)2,A,,,,,,3,,new symbol,,,,
Kalithallite ,Kth,K3Tl3+Cl6·2H2O,A,,,,,,2,,new symbol,,,,
Kalsilite,Kls,KAlSiO4,G,Kls,Kls,Kls,Kls,,2,, adopted symbol,,,,
Kalungaite,Klu,PdAsSe,A,,,,,,2,,new symbol,,,,
Kamaishilite,Kam,Ca2(SiAl2)O6(OH)2,A,,,,,,1,,new symbol,,,,
Kamarizaite,Kmr,Fe3+3(AsO4)2(OH)3·3H2O,A,,,,,,3,,new symbol,,,,
Kambaldaite,Kbd,NaNi4(CO3)3(OH)3·3H2O,A,,,,,,3,,new symbol,,,,
Kamchatkite,Kmc,KCu3O(SO4)2Cl,A,,,,,,2,,new symbol,,,,
Kamenevite ,Kne,K2TiSi3O9·H2O,A,,,,,,3,,new symbol,,,,
Kamiokite,Kmk,Fe2+2Mo4+3O8,A,,,,,,3,,new symbol,,,,
Kamitugaite,Ktg,PbAl(UO2)5(PO4)3O2(OH)2(H2O)11.5,Rn,,,,,,3,,new symbol,,,,
Kamotoite-(Y),Kmt-Y,Y2O4(UO2)4(CO3)3·14H2O,Rn,,,,,,3,,new symbol,,,,
Kampelite,Kpl,Ba3Mg1.5Sc4(PO4)6(OH)3·4H2O,A,,,,,,3,,new symbol,,,,
Kampfite,Kpf,Ba12(Si11Al5)O31(CO3)8Cl5,A,,,,,,2,,new symbol,,,,
Kamphaugite-(Y),Khg-Y,CaY(CO3)2(OH)·H2O,A,,,,,,3,,new symbol,,,,
Kanemite,Knm,NaSi2O5·3H2O,A,,,,,,3,,new symbol,,,,
Kangite,Kg,"(Sc,Ti,Al,Zr,Mg,Ca,܆)2O3",A,,,,,,3,,new symbol,,,,
Kaňkite,Kňk,Fe3+(AsO4)·3.5H2O,A,,,,Knk,,2,, adopted symbol,,,,
Kannanite,Kna,Ca4Al4(MgAl)(VO4)(SiO4)2(Si3O10)(OH)6,A,,,,,,2,,new symbol,,,,
Kanoite,Knt,MnMgSi2O6,A,,,,,,3,,new symbol,,,,
Kanonaite,Kan,Mn3+AlOSiO4,A,,,,Kan,,1,, adopted symbol,,,,
Kanonerovite,Knr,Na3MnP3O10·12H2O,A,,,,,,3,,new symbol,,,,
Kaolin ,Kn,e.g. Al2Si2O5(OH)4,GROUP,,,,,Kn,2,, adopted symbol,,,,
Kaolinite,Kln,Al2Si2O5(OH)4,A,Kln,Kln,Kln,Kln,Kln,3,, adopted symbol,,,,
Kapellasite,Kap,Cu3Zn(OH)6Cl2,A,,,,,,1,,new symbol,,,,
Kapitsaite-(Y),Ksa-Y,Ba4Y2Si8B4O28F,A,,,,,,2,,new symbol,,,,
Kapundaite,Kpd,CaNaFe3+4(PO4)4(OH)3·5H2O,A,,,,,,3,,new symbol,,,,
Kapustinite,Kpu,Na6ZrSi6O16(OH)2,A,,,,,,2,,new symbol,,,,
Karasugite,Krg,SrCaAlF7,A,,,,,,3,,new symbol,,,,
Karchevskyite,Kcv,Mg18Al9(OH)54Sr2(CO3)9(H2O)6(H3O)5,A,,,,,,3,,new symbol,,,,
Karelianite,Kar,V2O3,A,,,,Kar,,1,, adopted symbol,,,,
Karenwebberite,Kwb,NaFe2+(PO4),A,,,,,,3,,new symbol,,,,
Karibibite,Kab,Fe3+3(As3+O2)4(As3+2O5)(OH),A,,,,,,2,,new symbol,,,,
Karlite,Ka,"(Mg,Al)6.5(BO3)3(OH)4(܆,Cl)0.5",A,,,,,,1,,new symbol,,,,
Karnasurtite-(Ce),Ksu-Ce,CeTiAlSi2O7(OH)4·3H2O,Q,,,,,,2,,new symbol,,,,
Karpenkoite,Kpk,Co3(V2O7)(OH)2·2H2O,A,,,,,,3,,new symbol,,,,
Karpinskite,Kpi,"(Mg,Ni)2Si2O5(OH)2 (?)",Q,,,,,,2,,new symbol,,,,
Karpovite,Kpv,Tl2VO(SO4)2(H2O),A,,,,,,3,,new symbol,,,,
Karupmøllerite-Ca,Kmø-Ca,"(Na,Ca,K)2Ca(Nb,Ti)4(Si4O12)2(O,OH)4·7H2O",A,,,,,,2,,new symbol,,,,
Kasatkinite,Ksk,Ba2Ca8B5Si8O32(OH)3·6H2O,A,,,,,,3,,new symbol,,,,
Kashinite,Ksh,Ir2S3,A,,,,,,2,,new symbol,,,,
Kaskasite,Kks,"(Mo,Nb)S2·(Mg1-xAlx)(OH)2+x ",A,,,,,,3,,new symbol,,,,
Kasolite,Kso,Pb(UO2)(SiO4)·H2O,A,,,,,,3,,new symbol,,,,
Kassite,Kas,CaTi2O4(OH)2,A,,,,,,1,,new symbol,,,,
Kastningite,Kng,Mn2+Al2(PO4)2(OH)2·8H2O,A,,,,,,3,,new symbol,,,,
Katayamalite,Kyl,KLi3Ca7Ti2(SiO3)12(OH)2,A,,,,,,3,,new symbol,,,,
Katerinopoulosite,Kpo,(NH4)2Zn(SO4)2·6H2O,A,,,,,,2,,new symbol,,,,
Katiarsite,Kts,KTiO(AsO4),A,,,,,,3,,new symbol,,,,
Katoite,Kto,Ca3Al2(OH)12,A,,,,Kto,,2,, adopted symbol,,,,
Katophorite,Ktp,Na(NaCa)(Mg4Al)(Si7Al)O22(OH)2,A,Ktp,Ktp,Ktp,Ktp,,3,, adopted symbol,,,,
Katoptrite,Ktt,Mn2+13Al4Sb5+2O20(SiO4)2,G,,,,,,3,,new symbol,,,,
Katsarosite,Kat,Zn(C2O4)·2H2O,A,,,,,,1,,new symbol,,,,
Kawazulite,Kaw,Bi2Te2Se,A,,,,,,1,,new symbol,,,,
Kayrobertsonite ,Kay,MnAl2(PO4)2(OH)2·6H2O,A,,,,,,1,,new symbol,,,,
Kazakhstanite,Kaz,Fe3+5V4+3V5+12O39(OH)9·9H2O,A,,,,,,1,,new symbol,,,,
Kazakovite,Kzk,Na6Mn2+TiSi6O18,A,,,,,,3,,new symbol,,,,
Kazanskyite,Kzs,Ba܆TiNbNa3Ti(Si2O7)2O2(OH)2(H2O)2,Rd,,,,,,3,,new symbol,,,,
Keckite,Kec,"CaMn(Fe3+,Mn)2Fe3+2(PO4)4(OH)3·7H2O",A,,,,,,1,,new symbol,,,,
Kegelite,Keg,Pb4Al2Si4O10(SO4)(CO3)2(OH)4,Rd,,,,,,1,,new symbol,,,,
Kegginite,Kgn,Pb3Ca3[AsV12O40(VO)]·20H2O,A,,,,,,3,,new symbol,,,,
Keilite,Ke,FeS,A,,,,Ke,,1,, adopted symbol,,,,
Keithconnite,Kei,Pd20Te7,A,,,,,,1,,new symbol,,,,
Keiviite-(Y),Kvi-Y,Y2Si2O7,A,,,,,,2,,new symbol,,,,
Keiviite-(Yb),Kvi-Yb,Yb2Si2O7,Rn,,,,,,2,,new symbol,,,,
Keldyshite,Kel,Na2ZrSi2O7,A,,,,,,1,,new symbol,,,,
Kellyite,Kly,"(Mn2+,Mg,Al)3(Si,Al)2O5(OH)4",A,,,,,Kly,2,, adopted symbol,,,,
Kelyanite,Kyn,Hg12SbO6BrCl2,A,,,,,,3,,new symbol,,,,
Kemmlitzite,Kml,SrAl3(AsO4)(SO4)(OH)6,Rd,,,,,,2,,new symbol,,,,
Kempite,Kp,Mn2+2Cl(OH)3,G,,,,,,3,,new symbol,,,,
Kenhsuite,Khs,Hg3S2Cl2,A,,,,,,2,,new symbol,,,,
Kenngottite,Kgt,Mn2+3Fe3+4(PO4)4(OH)6(H2O)2,A,,,,,,3,,new symbol,,,,
Kenoargentotennantite-(Fe),Katnt-Fe,Ag6(Cu4Fe2)As4S12☐,A,,,,,,4,Tnt = tennantite,new symbol,,,,
Kenoargentotetrahedrite-(Fe),Kattr-Fe,Ag6(Cu4Fe2)Sb4S12܆,Rd,,,,,,4,Ttr = tetrahedrite,new symbol,,,,
Kenoargentotetrahedrite-(Zn),Kattr-Zn,Ag6(Cu4Zn2)Sb4S12☐,A,,,,,,4,Ttr = tetrahedrite,new symbol,,,,
Kenoplumbomicrolite,Kpmic,"(Pb,܆)2Ta2O6[܆,(OH),O]",A,,,,,,4,,new symbol,,,,
Kenotobermorite,Ktbm,Ca4Si6O15(OH)2(H2O)2·3H2O,A,,,,,,4,Tbm = tobermorite,new symbol,,,,
Kentbrooksite,Ktb,"(Na,REE)15(Ca,REE)6Mn3Zr3Nb(Si25O73)(O,OH, H2O)3(F,Cl)2 ",A,,,,Ktb,,2,, adopted symbol,,,,
Kentrolite,Ken,Pb2Mn3+2O2(Si2O7),G,,,,,,1,,new symbol,,,,
Kenyaite,Kya,Na2Si22O41(OH)8·6H2O,A,,,,,,2,,new symbol,,,,
Keplerite ,Kep,Ca9(Ca0.5܆0.5)Mg(PO4)7,A,,,,,,1,,new symbol,,,,
Kerimasite,Kms,Ca3Zr2(SiFe3+2)O12,A,,,,,,3,,new symbol,,,,
Kermesite,Kem,Sb2OS2,G,,,,Kem,,2,, adopted symbol,,,,
Kernite,Ker,Na2B4O6(OH)2·3H2O,G,,,,,,1,,new symbol,,,,
Kernowite,Knw,Cu2Fe3+(AsO4)(OH)4·4H2O,A,,,,,,3,,new symbol,,,,
Kerolite,Krl,"R3Si4O10(OH)2.nH2O, R mainly Mg,  n about 0·8–1·2",NL,,,,,Krl,3,, adopted symbol,,,,
Kesebolite-(Ce),Ksb-Ce,CeCa2Mn(AsO4)(SiO3)3,A,,,,,,3,,new symbol,,,,
Kësterite,Kës,Cu2ZnSnS4,G,,,,Kst,,2,,new symbol,,,,
Kettnerite,Ket,CaBiO(CO3)F,G,,,,,,1,,new symbol,,,,
Keutschite,Keu,Cu2AgAsS4,A,,,,,,1,,new symbol,,,,
Keyite,Key,Cu2+3Zn4Cd2(AsO4)6·2H2O,A,,,,,,1,,new symbol,,,,
Keystoneite,Kys,Mg0.5NiFe3+(Te4+O3)3·4.5H2O,A,,,,,,2,,new symbol,,,,
K-feldspar,Kfs,KAlSi3O8,Informal,Kfs,Kfs,Kfs,Kfs,Kfs,3,, adopted symbol,,,,
Khademite,Kdm,Al(SO4)F·5H2O,Rd,,,,,,3,,new symbol,,,,
Khaidarkanite,Kdk,Cu4Al3(OH)14F3·2H2O,A,,,,,,3,,new symbol,,,,
Khamrabaevite,Krb,TiC,A,,,,,,3,,new symbol,,,,
Khanneshite,Kha,"(Na,Ca)3(Ba,Sr,Ce,Ca)3(CO3)5",A,,,,,,1,,new symbol,,,,
Kharaelakhite,Klh,"(Cu,Pt,Pb,Fe,Ni)9S8",A,,,,,,3,,new symbol,,,,
Khatyrkite,Ktk,CuAl2,A,,,,,,3,,new symbol,,,,
Khesinite,Khe,Ca4(Mg2Fe3+10)O4(Fe3+10Si2)O36,A,,,,,,1,,new symbol,,,,
Khibinskite,Khi,K2ZrSi2O7,A,,,,,,1,,new symbol,,,,
Khinite,Khn,Cu2+3PbTe6+O6(OH)2,A,,,,,,2,,new symbol,,,,
Khmaralite,Kma,Mg4(Mg3Al9)O4[Si5Be2Al5O36],A,,,,,,1,,new symbol,,,,
Khomyakovite,Kmy,"Na12Sr3Ca6Fe3Zr3W(Si25O73)(O,OH,H2O)3(Cl,OH)2",A,,,,,,2,,new symbol,,,,
Khorixasite ,Kho,(Bi0.67܆0.33)Cu(VO4)(OH),A,,,,,,1,,new symbol,,,,
Khrenovite ,Khr,Na3Fe3+2(AsO4)3,A,,,,,,1,,new symbol,,,,
Khristovite-(Ce),Kh-Ce,CaCe(MgAlMn2+)[Si2O7][SiO4]F(OH),A,,,,,,1,,new symbol,,,,
Khurayyimite,Khu,Ca7Zn4(Si2O7)2(OH)10·4H2O,A,,,,,,1,,new symbol,,,,
Khvorovite,Khv,Pb4Ca2[Si8B2(SiB)O28]F,A,,,,,,1,,new symbol,,,,
Kiddcreekite,Kck,Cu6WSnS8,A,,,,,,3,,new symbol,,,,
Kidwellite,Kdw,NaFe3+9+x(PO4)6(OH)11·3H2O (x ≈ 0.33),A,,,,,,2,,new symbol,,,,
Kieftite,Kie,CoSb3,A,,,,,,1,,new symbol,,,,
Kieserite,Ksr,Mg(SO4)·H2O,A,,,,,,3,,new symbol,,,,
Kihlmanite-(Ce),Kih-Ce,Ce2TiO2(SiO4)(HCO3)2(H2O),A,,,,,,1,,new symbol,,,,
Kilchoanite,Ki,Ca6(SiO4)(Si3O10),G,,,,,,1,,new symbol,,,,
Killalaite,Kil,Ca6.4[H0.6Si2O7]2(OH)2,A,,,,Kil,,1,, adopted symbol,,,,
Kimrobinsonite,Kim,"Ta(OH)3(O,CO3)",A,,,,,,2,,new symbol,,,,
Kimuraite-(Y),Kmu-Y,CaY2(CO3)4·6H2O,A,,,,,,1,,new symbol,,,,
Kimzeyite,Kmz,Ca3Zr2(SiAl2)O12,A,,,,Kmz,,2,, adopted symbol,,,,
Kingite,Kgi,Al3(PO4)2F2(OH)·7H2O,G,,,,,,2,,new symbol,,,,
Kingsgateite ,Kgg,ZrMo6+2O7(OH)2∙2H2O,A,,,,,,2,,new symbol,,,,
Kingsmountite,Kmo,Ca3MnFe2+Al4(PO4)6(OH)4·12H2O,Rd,,,,,,2,,new symbol,,,,
Kingstonite,Kgs,Rh3S4,A,,,,,,2,,new symbol,,,,
Kinichilite,Kni,Mg0.5Mn2+Fe3+(Te4+O3)3·4.5H2O,A,,,,,,2,,new symbol,,,,
Kinoite,Kin,Ca2Cu2Si3O10·2H2O,A,,,,,,1,,new symbol,,,,
Kinoshitalite,Kns,BaMg3(Si2Al2O10)(OH)2,A,,,,Kns,Kns,1,, adopted symbol,,,,
Kintoreite,Kt,PbFe3+3(PO4)(PO3OH)(OH)6,A,,,,,,3,,new symbol,,,,
Kipushite,Kip,Cu6(PO4)2(OH)6·H2O,A,,,,,,1,,new symbol,,,,
Kircherite,Kcr,[Na5Ca2K](Si6Al6O24)(SO4)2·0.33H2O,A,,,,,,3,,new symbol,,,,
Kirchhoffite,Khf,CsBSi2O6,A,,,,,,3,,new symbol,,,,
Kirkiite,Krk,Pb10Bi3As3S19,A,,,,Krk,,2,, adopted symbol,,,,
Kirschsteinite,Kir,CaFe2+(SiO4),G,,,Kir,Kch,,1,, adopted symbol,,,,
Kishonite,Kis,VH2,A,,,,,,1,,new symbol,,,,
Kitagohaite,Kgh,Pt7Cu,A,,,,,,3,,new symbol,,,,
Kitkaite,Kk,NiTeSe,A,,,,,,2,,new symbol,,,,
Kittatinnyite,Kit,Ca2Mn2+Mn3+2(SiO4)2(OH)4·9H2O,A,,,,,,1,,new symbol,,,,
Kladnoite,Kdn,C6H4(CO)2NH,G,,,,,,2,,new symbol,,,,
Klajite,Klj,MnCu4(AsO4)2(AsO3OH)2·9H2O,A,,,,,,2,,new symbol,,,,
Klaprothite,Kpr,Na6(UO2)(SO4)4(H2O)4,A,,,,,,2,,new symbol,,,,
Klebelsbergite,Kbb,Sb3+4O4(SO4)(OH)2,Rd,,,,,,3,,new symbol,,,,
Kleberite,Kbr,Fe3+Ti6O11(OH)5,A,,,,,,3,,new symbol,,,,
Kleemanite,Klm,ZnAl2(PO4)2(OH)2·3H2O,A,,,,,,2,,new symbol,,,,
Kleinite,Kle,"(Hg2N)(Cl,SO4)·nH2O",G,,,,,,1,,new symbol,,,,
Klöchite,Klö,(Fe2+Fe3+)܆2KZn3(Si12O30),A,,,,Klo,,1,ö added to name, adopted symbol,,,,
Klockmannite,Kl,Cu5.2Se6,G,,,,Kl,,1,, adopted symbol,,,,
Klyuchevskite,Kyv,K3Cu3Fe3+O2(SO4)4,A,,,,,,3,,new symbol,,,,
Knasibfite,Ksf,K3Na4(SiF6)3(BF4),A,,,,,,3,,new symbol,,,,
Knorringite,Krr,Mg3Cr2(SiO4)3,A,,,,,,2,,new symbol,,,,
Koashvite,Koa,Na6CaTiSi6O18,A,,,,,,1,,new symbol,,,,
Kobeite-(Y),Kob-Y,"(Y,U)(Ti,Nb)2(O,OH)6 (?)",Rn,,,,,,1,,new symbol,,,,
Kobellite,Kbl,"Pb11(Cu,Fe)2(Bi,Sb)15S35",G,,,,Kob,,3,,new symbol,,,,
Kobokoboite,Kbk,Al6(PO4)4(OH)6·11H2O,A,,,,,,3,,new symbol,,,,
Kobyashevite,Kby,Cu5(SO4)2(OH)6·4H2O,A,,,,,,2,,new symbol,,,,
Kochite,Koh,Ca2MnZrNa3Ti(Si2O7)2(OF)F2,Rd,,,,,,2,,new symbol,,,,
Kochkarite,Koc,PbBi4Te7,A,,,,,,1,,new symbol,,,,
Kochsándorite,Ksd,CaAl2(CO3)2(OH)4·H2O,A,,,,,,3,,new symbol,,,,
Kodamaite,Kod,Na3(Ca5Na)Si16O36(OH)4F2∙(14-x)H2O     (x   5),A,,,,,,1,,new symbol,,,,
Koechlinite,Kcl,Bi2MoO6,G,,,,,,3,,new symbol,,,,
Koenenite,Koe,Na4Mg9Al4Cl12(OH)22,G,,,,,,1,,new symbol,,,,
Kogarkoite,Kog,Na3(SO4)F,A,,,,,,1,,new symbol,,,,
Kojonenite,Koj,Pd7-xSnTe2   (0.3 ≤ x ≤ 0.8),A,,,,,,1,,new symbol,,,,
Kokchetavite,Kct,K(AlSi3O8),A,,,,,,3,,new symbol,,,,
Kokinosite ,Kkn,Na2Ca2(V10O28)·24H2O ,A,,,,,,3,,new symbol,,,,
Koksharovite,Kok,CaMg2Fe3+4(VO4)6,A,,,,,,1,,new symbol,,,,
Koktaite,Kkt,(NH4)2Ca(SO4)2·H2O,G,,,,,,2,,new symbol,,,,
Kolarite,Kla,PbTeCl2,A,,,,,,2,,new symbol,,,,
Kolbeckite,Kbe,Sc(PO4)·2H2O,A,,,,,,2,,new symbol,,,,
Kolfanite,Kfn,Ca2Fe3+3O2(AsO4)3·2H2O,A,,,,,,3,,new symbol,,,,
Kolicite,Kol,Zn4Mn2+7(AsO4)2(SiO4)2(OH)8,A,,,,,,1,,new symbol,,,,
Kolitschite,Klt,"Pb[Zn0.5,܆0.5]Fe3(AsO4)2(OH)6",A,,,,,,3,,new symbol,,,,
Kollerite,Klr,(NH4)2Fe3+(SO3)2(OH)·H2O,A,,,,,,2,,new symbol,,,,
Kolovratite,Klv,"(Ni,Zn)x(VO4)·nH2O",Q,,,,,,2,,new symbol,,,,
Kolskyite,Ksy,(Ca܆)Ti2Na2Ti2(Si2O7)2O4(H2O)7,Rd,,,,,,3,,new symbol,,,,
Kolwezite,Kwz,CuCo(CO3)(OH)2,Rn,,,,,,3,,new symbol,,,,
Kolymite,Kym,Cu7Hg6,A,,,,,,2,,new symbol,,,,
Komarovite,Kmv,"(Ca,Sr,Na)6-x(Nb,Ti)6(Si4O12)(O,OH,F)16·nH2O",A,,,,,,2,,new symbol,,,,
Kombatite,Kb,Pb14O9(VO4)2Cl4,A,,,,,,3,,new symbol,,,,
Komkovite,Kkv,BaZrSi3O9·3H2O,A,,,,,,3,,new symbol,,,,
Konderite,Kdr,PbCu3Rh8S16,A,,,,,,3,,new symbol,,,,
Koninckite,Kon,Fe3+(PO4)·3H2O,G,,,,,,1,,new symbol,,,,
Kononovite,Knv,NaMg(SO4)F,A,,,,,,3,,new symbol,,,,
Konyaite,Kny,Na2Mg(SO4)2·5H2O,A,,,,,,2,,new symbol,,,,
Koragoite,Kgo,"Mn2+2Mn3+Nb2(Nb,Ta)3W2O20",A,,,,,,2,,new symbol,,,,
Koritnigite,Kor,Zn(AsO3OH)·H2O,A,,,,,,1,,new symbol,,,,
Kornelite,Knl,Fe3+2(SO4)3·7H2O (?),G,,,,,,3,,new symbol,,,,
Kornerupine,Krn,"(Mg,Fe2+,Al,܆)10(Si,Al,B)5O21(OH,F)2 ",G,Krn,Krn,Krn,Krn,,2,, adopted symbol,,,,
Korobitsynite,Kbi,"(Na,܆)4Ti2(Si4O12)(O,OH)2·4H2O",A,,,,,,2,,new symbol,,,,
Korshunovskite,Kss,Mg2Cl(OH)3·4H2O,A,,,,,,3,,new symbol,,,,
Koryakite,Kyk,NaKMg2Al2(SO4)6,A,,,,,,3,,new symbol,,,,
Korzhinskite,Kzh,CaB2O4·0.5H2O,A,,,,,,2,,new symbol,,,,
Kosmochlor,Kos,NaCr3+Si2O6,A,,,Kos,,,1,, adopted symbol,,,,
Kosnarite,Ksn,KZr2(PO4)3,A,,,,,,2,,new symbol,,,,
Kostovite,Ktv,AuCuTe4,A,,,,,,2,,new symbol,,,,
Kostylevite,Ksv,K2ZrSi3O9·H2O,A,,,,,,3,,new symbol,,,,
Kotoite,Ko,Mg3(BO3)2,G,,,,,,1,,new symbol,,,,
Kottenheimite,Khm,Ca3Si(SO4)2(OH)6·12H2O,A,,,,,,3,,new symbol,,,,
Köttigite,Köt,Zn3(AsO4)2·8H2O,G,,,,,,1,,new symbol,,,,
Kotulskite,Ktu,"Pd(Te,Bi)2-x (x ≈ 0.4)",A,,,,Kot,,2,,new symbol,,,,
Koutekite,Kou,Cu5As2,G,,,,,,1,,new symbol,,,,
Kovdorskite,Kov,Mg2(PO4)(OH)·3H2O,A,,,,,,1,,new symbol,,,,
Kozoite-(La),Koz-La,La(CO3)(OH),A,,,,,,1,,new symbol,,,,
Kozoite-(Nd),Koz-Nd,Nd(CO3)(OH),A,,,,,,1,,new symbol,,,,
Kozyrevskite,Kzy,Cu4O(AsO4)2 ,A,,,,,,2,,new symbol,,,,
Kraisslite,Ksl,"Zn3(Mn,Mg)25(Fe3+,Al)(As3+O3)2[(Si,As5+)O4]10(OH)16",A,,,,,,2,,new symbol,,,,
Krasheninnikovite,Krh,KNa2CaMg(SO4)3F,A,,,,,,2,,new symbol,,,,
Krásnoite,Krá,Ca3Al7.7Si3P4O22.9(OH)13.3F2·8H2O,Rd,,,,,,1,,new symbol,,,,
Krasnoshteinite,Knh,Al8[B2O4(OH)2](OH)16Cl4·7H2O,A,,,,,,2,,new symbol,,,,
Krasnovite,Kv,"Ba(Al,Mg)(PO4,CO3)(OH)2·H2O",A,,,,,,3,,new symbol,,,,
Kratochvílite,Ktc,C13H10,G,,,,,,3,,new symbol,,,,
Krausite,Ksi,KFe3+(SO4)2·H2O,G,,,,,,2,,new symbol,,,,
Krauskopfite,Kkp,BaSi2O5·3H2O,A,,,,,,3,,new symbol,,,,
Krautite,Kra,Mn(AsO3OH)·H2O,A,,,,,,1,,new symbol,,,,
Kravtsovite ,Kvt,PdAg2S,A,,,,,,2,,new symbol,,,,
Kreiterite ,Kre,CsLi2Fe3+Si4O10F2 ,A,,,,,,1,,new symbol,,,,
Kremersite,Km,(NH4)2Fe3+Cl5·H2O ,G,,,,,,3,,new symbol,,,,
Krennerite,Knn,Au3AgTe8,G,,,,Knn,,2,, adopted symbol,,,,
Krettnichite,Knc,PbMn3+2(VO4)2(OH)2,A,,,,,,2,,new symbol,,,,
Kribergite,Kbg,Al5(PO4)3(SO4)(OH)4·4H2O,G,,,,,,3,,new symbol,,,,
Krieselite,Kes,Al2(GeO4)F2,A,,,,,,2,,new symbol,,,,
Krinovite,Kvi,Na4[Mg8Cr3+4]O4[Si12O36],A,,,,,,3,,new symbol,,,,
Kristiansenite,Kse,Ca2ScSn(Si2O7)(Si2O6OH),A,,,,,,2,,new symbol,,,,
Krivovichevite,Kvv,Pb3Al(OH)6(SO4)(OH),A,,,,,,3,,new symbol,,,,
Kröhnkite,Khk,Na2Cu(SO4)2·2H2O,G,,,,,,2,,new symbol,,,,
Krotite,Kro,CaAl2O4,A,,,,,,1,,new symbol,,,,
Kroupaite ,Kpa,KPb0.5[(UO2)8O4(OH)10]·10H2O,A,,,,,,2,,new symbol,,,,
Kruijenite ,Kje,Ca4Al4(SO4)F2(OH)16·2H2O,A,,,,,,2,,new symbol,,,,
Krupičkaite,Kpč,Cu6[AsO3(OH)]6·8H2O,A,,,,,,2,,new symbol,,,,
Krupkaite,Krp,PbCuBi3S6,A,,,,Krp,,2,, adopted symbol,,,,
Krut'aite,Krt,CuSe2,A,,,,Krt,,2,, adopted symbol,,,,
Krutovite,Kru,NiAs2,A,,,,,,1,,new symbol,,,,
Kryachkoite,Kyh,"(Al,Cu)6(Fe,Cu)",A,,,,,,2,,new symbol,,,,
Kryzhanovskite,Kry,"(Fe3+,Mn2+)3(PO4)2(OH,H2O)3",G,,,,Kry,,1,,new symbol,,,,
Ktenasite,Kte,ZnCu4(SO4)2(OH)6·6H2O,G,,,,,,1,,new symbol,,,,
Kuannersuite-(Ce),Kua-Ce,NaCeBa3(PO4)3F0.5Cl0.5,A,,,,,,1,,new symbol,,,,
Kudriavite,Kdv,"(Cd,Pb)Bi2S4",A,,,,,,3,,new symbol,,,,
Kudryavtsevaite,Kud,Na3MgFe3+Ti4O12,A,,,,,,1,,new symbol,,,,
Kufahrite,Kuf,PtPb,A,,,,,,1,,new symbol,,,,
Kukharenkoite-(Ce),Kkk-Ce,Ba2Ce(CO3)3F,A,,,,,,2,,new symbol,,,,
Kukharenkoite-(La),Kkk-La,Ba2La(CO3)3F,A,,,,,,2,,new symbol,,,,
Kukisvumite,Kki,Na6ZnTi4O4(SiO3)8·4H2O,A,,,,,,2,,new symbol,,,,
Kuksite,Kuk,Pb3Zn3TeO6(PO4)2,A,,,,,,1,,new symbol,,,,
Kulanite,Kul,BaFe2+2Al2(PO4)3(OH)3,A,,,,,,1,,new symbol,,,,
Kuliginite ,Klg,Fe3Mg(OH)6Cl2,A,,,,,,3,,new symbol,,,,
Kuliokite-(Y),Klo-Y,Y4Al(SiO4)2(OH)2F5,A,,,,,,2,,new symbol,,,,
Kulkeite,Klk,"Na0.3Mg8Al(Si,Al)8O20(OH)10",A,,,,,Klk,2,, adopted symbol,,,,
Kullerudite,Krd,NiSe2,A,,,,,,3,,new symbol,,,,
Kumdykolite,Kdy,Na(AlSi3O8),A,,,,,,2,,new symbol,,,,
Kummerite ,Kum,Mn2+Fe3+Al(PO4)2(OH)2·8H2O,A,,,,,,1,,new symbol,,,,
